rank,word,count,complexity_band
1328,fussing,1,Band 4 - Upper-Intermediate/Advanced
1329,garnish,1,Band 4 - Upper-Intermediate/Advanced
1330,geographic,1,Band 4 - Upper-Intermediate/Advanced
1331,glorify,1,Band 4 - Upper-Intermediate/Advanced
1332,heartfelt,1,Band 4 - Upper-Intermediate/Advanced
1333,heed,1,Band 4 - Upper-Intermediate/Advanced
1334,height,1,Band 4 - Upper-Intermediate/Advanced
1335,hesitate,1,Band 4 - Upper-Intermediate/Advanced
1336,humankind,1,Band 4 - Upper-Intermediate/Advanced
1337,idleness,1,Band 4 - Upper-Intermediate/Advanced
1338,immerse,1,Band 4 - Upper-Intermediate/Advanced
1339,impact,1,Band 4 - Upper-Intermediate/Advanced
1340,imperfect,1,Band 4 - Upper-Intermediate/Advanced
1341,inclined,1,Band 4 - Upper-Intermediate/Advanced
1342,incorporate,1,Band 4 - Upper-Intermediate/Advanced
1343,indicator,25,Band 4 - Upper-Intermediate/Advanced
1344,inhabitants,1,Band 4 - Upper-Intermediate/Advanced
1345,innocence,1,Band 4 - Upper-Intermediate/Advanced
1346,interpretation,1,Band 4 - Upper-Intermediate/Advanced
1347,inward,1,Band 4 - Upper-Intermediate/Advanced
1348,irritate,1,Band 4 - Upper-Intermediate/Advanced
1349,judgmental,1,Band 4 - Upper-Intermediate/Advanced
1350,knelt,1,Band 4 - Upper-Intermediate/Advanced
1351,laced,1,Band 4 - Upper-Intermediate/Advanced
1352,liberally,1,Band 4 - Upper-Intermediate/Advanced
1353,likened,1,Band 4 - Upper-Intermediate/Advanced
1354,magnified,1,Band 4 - Upper-Intermediate/Advanced
1355,manifestations,1,Band 4 - Upper-Intermediate/Advanced
1356,manipulative,1,Band 4 - Upper-Intermediate/Advanced
1357,marital,1,Band 4 - Upper-Intermediate/Advanced
1358,marrow,1,Band 4 - Upper-Intermediate/Advanced
1359,meek,1,Band 4 - Upper-Intermediate/Advanced
1360,meetinghouse,1,Band 4 - Upper-Intermediate/Advanced
1361,mercifully,1,Band 4 - Upper-Intermediate/Advanced
1362,mildness,1,Band 4 - Upper-Intermediate/Advanced
1363,ministered,1,Band 4 - Upper-Intermediate/Advanced
1364,ministerial,1,Band 4 - Upper-Intermediate/Advanced
1365,miraculous,1,Band 4 - Upper-Intermediate/Advanced
1366,misunderstandings,1,Band 4 - Upper-Intermediate/Advanced
1367,misuses,1,Band 4 - Upper-Intermediate/Advanced
1368,misusing,1,Band 4 - Upper-Intermediate/Advanced
1369,modernized,1,Band 4 - Upper-Intermediate/Advanced
1370,multitude,1,Band 4 - Upper-Intermediate/Advanced
1371,necessities,1,Band 4 - Upper-Intermediate/Advanced
1372,observance,1,Band 4 - Upper-Intermediate/Advanced
1373,observant,1,Band 4 - Upper-Intermediate/Advanced
1374,operative,1,Band 4 - Upper-Intermediate/Advanced
1375,ordinance,19,Band 4 - Upper-Intermediate/Advanced
1376,originates,1,Band 4 - Upper-Intermediate/Advanced
1377,outwardly,1,Band 4 - Upper-Intermediate/Advanced
1378,overbearing,1,Band 4 - Upper-Intermediate/Advanced
1379,overviews,1,Band 4 - Upper-Intermediate/Advanced
1380,pamphlets,1,Band 4 - Upper-Intermediate/Advanced
1381,parable,1,Band 4 - Upper-Intermediate/Advanced
1382,paralyzed,1,Band 4 - Upper-Intermediate/Advanced
1383,parentheses,1,Band 4 - Upper-Intermediate/Advanced
1384,passive,1,Band 4 - Upper-Intermediate/Advanced
1385,penalized,1,Band 4 - Upper-Intermediate/Advanced
1386,perceptions,1,Band 4 - Upper-Intermediate/Advanced
1387,persecuted,1,Band 4 - Upper-Intermediate/Advanced
1388,persevere,1,Band 4 - Upper-Intermediate/Advanced
1389,persuaded,1,Band 4 - Upper-Intermediate/Advanced
1390,philosophies,1,Band 4 - Upper-Intermediate/Advanced
1391,pierce,1,Band 4 - Upper-Intermediate/Advanced
1392,pivotal,1,Band 4 - Upper-Intermediate/Advanced
1393,posterity,1,Band 4 - Upper-Intermediate/Advanced
1394,postpone,1,Band 4 - Upper-Intermediate/Advanced
1395,preferable,1,Band 4 - Upper-Intermediate/Advanced
1396,preferably,1,Band 4 - Upper-Intermediate/Advanced
1397,preliminary,1,Band 4 - Upper-Intermediate/Advanced
1398,preoccupied,1,Band 4 - Upper-Intermediate/Advanced
1399,preside,1,Band 4 - Upper-Intermediate/Advanced
1400,presume,1,Band 4 - Upper-Intermediate/Advanced
1401,priesthood,99,Band 4 - Upper-Intermediate/Advanced
1402,profound,1,Band 4 - Upper-Intermediate/Advanced
1403,prominence,1,Band 4 - Upper-Intermediate/Advanced
1404,pronouns,1,Band 4 - Upper-Intermediate/Advanced
1405,prophecies,1,Band 4 - Upper-Intermediate/Advanced
1406,prosperity,1,Band 4 - Upper-Intermediate/Advanced
1407,prying,1,Band 4 - Upper-Intermediate/Advanced
1408,purified,1,Band 4 - Upper-Intermediate/Advanced
1409,purposeful,1,Band 4 - Upper-Intermediate/Advanced
1410,quota,1,Band 4 - Upper-Intermediate/Advanced
1411,rationalize,1,Band 4 - Upper-Intermediate/Advanced
1412,reaffirmed,1,Band 4 - Upper-Intermediate/Advanced
1413,reception,1,Band 4 - Upper-Intermediate/Advanced
1414,recite,1,Band 4 - Upper-Intermediate/Advanced
1415,recognition,1,Band 4 - Upper-Intermediate/Advanced
1416,recreational,1,Band 4 - Upper-Intermediate/Advanced
1417,refreshes,1,Band 4 - Upper-Intermediate/Advanced
1418,refuge,1,Band 4 - Upper-Intermediate/Advanced
1419,registry,1,Band 4 - Upper-Intermediate/Advanced
1420,rejoiced,1,Band 4 - Upper-Intermediate/Advanced
1421,rejoices,1,Band 4 - Upper-Intermediate/Advanced
1422,relevance,1,Band 4 - Upper-Intermediate/Advanced
1423,relieving,1,Band 4 - Upper-Intermediate/Advanced
1424,remotely,1,Band 4 - Upper-Intermediate/Advanced
1425,reschedule,1,Band 4 - Upper-Intermediate/Advanced
1426,resignation,1,Band 4 - Upper-Intermediate/Advanced
1427,resolution,1,Band 4 - Upper-Intermediate/Advanced
1428,resonate,1,Band 4 - Upper-Intermediate/Advanced
1429,restrict,1,Band 4 - Upper-Intermediate/Advanced
1430,resurrected,35,Band 4 - Upper-Intermediate/Advanced
1431,resurrection,32,Band 4 - Upper-Intermediate/Advanced
1432,reverence,1,Band 4 - Upper-Intermediate/Advanced
1433,revives,1,Band 4 - Upper-Intermediate/Advanced
1434,rote,1,Band 4 - Upper-Intermediate/Advanced
1435,sacrament,53,Band 4 - Upper-Intermediate/Advanced
1436,scoff,1,Band 4 - Upper-Intermediate/Advanced
1437,scribes,1,Band 4 - Upper-Intermediate/Advanced
1438,scriptural,1,Band 4 - Upper-Intermediate/Advanced
1439,seers,1,Band 4 - Upper-Intermediate/Advanced
1440,seminary,1,Band 4 - Upper-Intermediate/Advanced
1441,sensitively,1,Band 4 - Upper-Intermediate/Advanced
1442,serenity,1,Band 4 - Upper-Intermediate/Advanced
1443,shod,1,Band 4 - Upper-Intermediate/Advanced
1444,shrines,1,Band 4 - Upper-Intermediate/Advanced
1445,shun,1,Band 4 - Upper-Intermediate/Advanced
1446,squandering,1,Band 4 - Upper-Intermediate/Advanced
1447,stances,1,Band 4 - Upper-Intermediate/Advanced
1448,stead,1,Band 4 - Upper-Intermediate/Advanced
1449,strait,1,Band 4 - Upper-Intermediate/Advanced
1450,submissive,1,Band 4 - Upper-Intermediate/Advanced
1451,subsections,1,Band 4 - Upper-Intermediate/Advanced
1452,subtle,1,Band 4 - Upper-Intermediate/Advanced
1453,subtly,1,Band 4 - Upper-Intermediate/Advanced
1454,supervision,1,Band 4 - Upper-Intermediate/Advanced
1455,surpass,1,Band 4 - Upper-Intermediate/Advanced
1456,symbolic,1,Band 4 - Upper-Intermediate/Advanced
1457,symbolism,1,Band 4 - Upper-Intermediate/Advanced
1458,symbolize,1,Band 4 - Upper-Intermediate/Advanced
1459,synagogues,1,Band 4 - Upper-Intermediate/Advanced
1460,systematic,1,Band 4 - Upper-Intermediate/Advanced
1461,tact,1,Band 4 - Upper-Intermediate/Advanced
1462,tactfully,1,Band 4 - Upper-Intermediate/Advanced
1463,tangible,1,Band 4 - Upper-Intermediate/Advanced
1464,tenderness,1,Band 4 - Upper-Intermediate/Advanced
1465,transformative,1,Band 4 - Upper-Intermediate/Advanced
1466,transgressed,1,Band 4 - Upper-Intermediate/Advanced
1467,trespasses,1,Band 4 - Upper-Intermediate/Advanced
1468,triumphed,1,Band 4 - Upper-Intermediate/Advanced
1469,trivial,1,Band 4 - Upper-Intermediate/Advanced
1470,unappealing,1,Band 4 - Upper-Intermediate/Advanced
1471,unlearned,1,Band 4 - Upper-Intermediate/Advanced
1472,unrighteousness,1,Band 4 - Upper-Intermediate/Advanced
1473,unshaken,1,Band 4 - Upper-Intermediate/Advanced
1474,validity,1,Band 4 - Upper-Intermediate/Advanced
1475,voluntarily,1,Band 4 - Upper-Intermediate/Advanced
1476,vulgar,1,Band 4 - Upper-Intermediate/Advanced
1477,wiles,1,Band 4 - Upper-Intermediate/Advanced
1478,worshipful,1,Band 4 - Upper-Intermediate/Advanced
1479,abound,1,Band 5 - Advanced/Academic
1480,admonish,1,Band 5 - Advanced/Academic
1481,affirmatively,1,Band 5 - Advanced/Academic
1482,animates,1,Band 5 - Advanced/Academic
1483,appendages,1,Band 5 - Advanced/Academic
1484,bestowed,1,Band 5 - Advanced/Academic
1485,canonized,1,Band 5 - Advanced/Academic
1486,cession,1,Band 5 - Advanced/Academic
1487,compassionately,1,Band 5 - Advanced/Academic
1488,compilations,1,Band 5 - Advanced/Academic
1489,comprehension,1,Band 5 - Advanced/Academic
1490,confer,1,Band 5 - Advanced/Academic
1491,consecrate,1,Band 5 - Advanced/Academic
1492,consecrated,1,Band 5 - Advanced/Academic
1493,consecration,1,Band 5 - Advanced/Academic
1494,crucible,1,Band 5 - Advanced/Academic
1495,dedicatory,1,Band 5 - Advanced/Academic
1496,denounce,1,Band 5 - Advanced/Academic
1497,dispelled,1,Band 5 - Advanced/Academic
1498,edification,1,Band 5 - Advanced/Academic
1499,edify,1,Band 5 - Advanced/Academic
1500,eloquence,1,Band 5 - Advanced/Academic
1501,emergence,1,Band 5 - Advanced/Academic
1502,encircles,1,Band 5 - Advanced/Academic
1503,engendered,1,Band 5 - Advanced/Academic
1504,engenders,1,Band 5 - Advanced/Academic
1505,exhorting,1,Band 5 - Advanced/Academic
1506,exponentially,1,Band 5 - Advanced/Academic
1507,fastness,1,Band 5 - Advanced/Academic
1508,fellowcitizens,1,Band 5 - Advanced/Academic
1509,fellowshipping,1,Band 5 - Advanced/Academic
1510,fortitude,1,Band 5 - Advanced/Academic
1511,fulness,31,Band 5 - Advanced/Academic
1512,graven,1,Band 5 - Advanced/Academic
1513,habitants,1,Band 5 - Advanced/Academic
1514,immunized,1,Band 5 - Advanced/Academic
1515,inscribed,1,Band 5 - Advanced/Academic
1516,intercession,1,Band 5 - Advanced/Academic
1517,internalize,1,Band 5 - Advanced/Academic
1518,invigorating,1,Band 5 - Advanced/Academic
1519,meekness,1,Band 5 - Advanced/Academic
1520,meted,1,Band 5 - Advanced/Academic
1521,overemphasized,1,Band 5 - Advanced/Academic
1522,perpetually,1,Band 5 - Advanced/Academic
1523,perpetuated,1,Band 5 - Advanced/Academic
1524,persuasively,1,Band 5 - Advanced/Academic
1525,plainness,1,Band 5 - Advanced/Academic
1526,prodigal,1,Band 5 - Advanced/Academic
1527,promptings,21,Band 5 - Advanced/Academic
1528,quorum,19,Band 5 - Advanced/Academic
1529,readmitted,1,Band 5 - Advanced/Academic
1530,reestablish,1,Band 5 - Advanced/Academic
1531,resilience,1,Band 5 - Advanced/Academic
1532,restitution,1,Band 5 - Advanced/Academic
1533,revelators,1,Band 5 - Advanced/Academic
1534,sanctifying,1,Band 5 - Advanced/Academic
1535,tumult,1,Band 5 - Advanced/Academic
1536,unceasingly,1,Band 5 - Advanced/Academic
1537,unspotted,1,Band 5 - Advanced/Academic
1538,virtuously,1,Band 5 - Advanced/Academic
